Cromosoma,Turno,Empleado ID,Area
26,3,8,Limpieza
26,3,16,Limpieza
26,3,18,Mesero
26,3,7,Mesero
26,3,1,Limpieza
26,3,29,Limpieza
26,3,4,Limpieza
26,3,21,Limpieza
26,3,19,Cocina
26,3,21,Mesero
26,4,9,Limpieza
26,4,18,Cocina
26,4,21,Limpieza
26,4,29,Limpieza
26,4,13,Cocina
26,4,9,Mesero
26,4,16,Limpieza
26,4,20,Mesero
26,4,15,Limpieza
26,4,12,Limpieza
26,5,1,Limpieza
26,5,14,Cocina
26,5,20,Mesero
26,5,28,Limpieza
26,5,2,Limpieza
26,5,18,Mesero
26,5,10,Cocina
26,5,7,Cocina
26,5,29,Limpieza
26,5,24,Cocina
26,6,1,Limpieza
26,6,14,Cocina
26,6,20,Mesero
26,6,28,Limpieza
26,6,2,Limpieza
26,6,18,Mesero
26,6,10,Cocina
26,6,7,Cocina
26,6,29,Limpieza
26,6,24,Cocina
26,7,23,Mesero
26,7,24,Limpieza
26,7,25,Mesero
26,7,9,Limpieza
26,7,15,Mesero
26,7,22,Limpieza
26,7,27,Mesero
26,7,5,Cocina
26,7,28,Cocina
26,7,6,Mesero
26,8,28,Cocina
26,8,25,Mesero
26,8,25,Limpieza
26,8,30,Cocina
26,8,2,Mesero
26,8,6,Mesero
26,8,3,Limpieza
26,8,24,Limpieza
26,8,9,Cocina
26,8,15,Cocina
26,9,19,Limpieza
26,9,4,Mesero
26,9,18,Cocina
26,9,27,Cocina
26,9,7,Limpieza
26,9,25,Limpieza
26,9,24,Limpieza
26,9,3,Mesero
26,9,5,Mesero
26,9,27,Mesero
26,10,28,Cocina
26,10,25,Mesero
26,10,25,Limpieza
26,10,30,Cocina
26,10,2,Mesero
26,10,6,Mesero
26,10,3,Limpieza
26,10,24,Limpieza
26,10,9,Cocina
26,10,15,Cocina
26,11,25,Cocina
26,11,20,Mesero
26,11,5,Mesero
26,11,19,Mesero
26,11,14,Mesero
26,11,8,Mesero
26,11,26,Limpieza
26,11,1,Cocina
26,11,27,Mesero
26,11,23,Mesero
26,12,12,Mesero
26,12,22,Cocina
26,12,30,Cocina
26,12,8,Cocina
26,12,4,Cocina
26,12,3,Limpieza
26,12,26,Limpieza
26,12,11,Mesero
26,12,25,Cocina
26,12,23,Cocina
26,13,12,Mesero
26,13,22,Cocina
26,13,30,Cocina
26,13,8,Cocina
26,13,4,Cocina
26,13,3,Limpieza
26,13,26,Limpieza
26,13,11,Mesero
26,13,25,Cocina
26,13,23,Cocina
26,14,2,Limpieza
26,14,13,Limpieza
26,14,30,Cocina
26,14,17,Limpieza
26,14,18,Mesero
26,14,19,Limpieza
26,14,12,Limpieza
26,14,13,Limpieza
26,14,7,Cocina
26,14,3,Mesero
27,1,8,Limpieza
27,1,16,Limpieza
27,1,18,Mesero
27,1,7,Mesero
27,1,1,Limpieza
27,1,29,Limpieza
27,1,4,Limpieza
27,1,21,Limpieza
27,1,19,Cocina
27,1,21,Mesero
27,2,8,Mesero
27,2,11,Limpieza
27,2,26,Limpieza
27,2,12,Cocina
27,2,7,Mesero
27,2,9,Cocina
27,2,2,Mesero
27,2,1,Mesero
27,2,30,Limpieza
27,2,27,Limpieza
27,3,8,Limpieza
27,3,16,Limpieza
27,3,18,Mesero
27,3,7,Mesero
27,3,1,Limpieza
27,3,29,Limpieza
27,3,4,Limpieza
27,3,21,Limpieza
27,3,19,Cocina
27,3,21,Mesero
27,4,9,Limpieza
27,4,18,Cocina
27,4,21,Limpieza
27,4,29,Limpieza
27,4,13,Cocina
27,4,9,Mesero
27,4,16,Limpieza
27,4,20,Mesero
27,4,15,Limpieza
27,4,12,Limpieza
27,5,1,Limpieza
27,5,14,Cocina
27,5,20,Mesero
27,5,28,Limpieza
27,5,2,Limpieza
27,5,18,Mesero
27,5,10,Cocina
27,5,7,Cocina
27,5,29,Limpieza
27,5,24,Cocina
27,6,1,Limpieza
27,6,14,Cocina
27,6,20,Mesero
27,6,28,Limpieza
27,6,2,Limpieza
27,6,18,Mesero
27,6,10,Cocina
27,6,7,Cocina
27,6,29,Limpieza
27,6,24,Cocina
27,7,23,Mesero
27,7,24,Limpieza
27,7,25,Mesero
27,7,9,Limpieza
27,7,15,Mesero
27,7,22,Limpieza
27,7,27,Mesero
27,7,5,Cocina
27,7,28,Cocina
27,7,6,Mesero
27,8,28,Cocina
27,8,25,Mesero
27,8,25,Limpieza
27,8,30,Cocina
27,8,2,Mesero
27,8,6,Mesero
27,8,3,Limpieza
27,8,24,Limpieza
27,8,9,Cocina
27,8,15,Cocina
27,9,19,Limpieza
27,9,4,Mesero
27,9,18,Cocina
27,9,27,Cocina
27,9,7,Limpieza
27,9,25,Limpieza
27,9,24,Limpieza
27,9,3,Mesero
27,9,5,Mesero
27,9,27,Mesero
27,10,28,Cocina
27,10,25,Mesero
27,10,25,Limpieza
27,10,30,Cocina
27,10,2,Mesero
27,10,6,Mesero
27,10,3,Limpieza
27,10,24,Limpieza
27,10,9,Cocina
27,10,15,Cocina
27,11,25,Cocina
27,11,20,Mesero
27,11,5,Mesero
27,11,19,Mesero
27,11,14,Mesero
27,11,8,Mesero
27,11,26,Limpieza
27,11,1,Cocina
27,11,27,Mesero
27,11,23,Mesero
27,12,12,Mesero
27,12,22,Cocina
27,12,30,Cocina
27,12,8,Cocina
27,12,4,Cocina
27,12,3,Limpieza
27,12,26,Limpieza
27,12,11,Mesero
27,12,25,Cocina
27,12,23,Cocina
27,13,12,Mesero
27,13,22,Cocina
27,13,30,Cocina
27,13,8,Cocina
27,13,4,Cocina
27,13,3,Limpieza
27,13,26,Limpieza
27,13,11,Mesero
27,13,25,Cocina
27,13,23,Cocina
27,14,2,Limpieza
27,14,13,Limpieza
27,14,30,Cocina
27,14,17,Limpieza
27,14,18,Mesero
27,14,19,Limpieza
27,14,12,Limpieza
27,14,13,Limpieza
27,14,7,Cocina
27,14,3,Mesero
28,1,8,Limpieza
28,1,16,Limpieza
28,1,18,Mesero
28,1,7,Mesero
28,1,1,Limpieza
28,1,29,Limpieza
28,1,4,Limpieza
28,1,21,Limpieza
28,1,19,Cocina
28,1,21,Mesero
28,2,8,Mesero
28,2,11,Limpieza
28,2,26,Limpieza
28,2,12,Cocina
28,2,7,Mesero
28,2,9,Cocina
28,2,2,Mesero
28,2,1,Mesero
28,2,30,Limpieza
28,2,27,Limpieza
28,3,8,Limpieza
28,3,16,Limpieza
28,3,18,Mesero
28,3,7,Mesero
28,3,1,Limpieza
28,3,29,Limpieza
28,3,4,Limpieza
28,3,21,Limpieza
28,3,19,Cocina
28,3,21,Mesero
28,4,9,Limpieza
28,4,18,Cocina
28,4,21,Limpieza
28,4,29,Limpieza
28,4,13,Cocina
28,4,9,Mesero
28,4,16,Limpieza
28,4,20,Mesero
28,4,15,Limpieza
28,4,12,Limpieza
28,5,1,Limpieza
28,5,14,Cocina
28,5,20,Mesero
28,5,28,Limpieza
28,5,2,Limpieza
28,5,18,Mesero
28,5,10,Cocina
28,5,7,Cocina
28,5,29,Limpieza
28,5,24,Cocina
28,6,1,Limpieza
28,6,14,Cocina
28,6,20,Mesero
28,6,28,Limpieza
28,6,2,Limpieza
28,6,18,Mesero
28,6,10,Cocina
28,6,7,Cocina
28,6,29,Limpieza
28,6,24,Cocina
28,7,23,Mesero
28,7,24,Limpieza
28,7,25,Mesero
28,7,9,Limpieza
28,7,15,Mesero
28,7,22,Limpieza
28,7,27,Mesero
28,7,5,Cocina
28,7,28,Cocina
28,7,6,Mesero
28,8,28,Cocina
28,8,25,Mesero
28,8,25,Limpieza
28,8,30,Cocina
28,8,2,Mesero
28,8,6,Mesero
28,8,3,Limpieza
28,8,24,Limpieza
28,8,9,Cocina
28,8,15,Cocina
28,9,19,Limpieza
28,9,4,Mesero
28,9,18,Cocina
28,9,27,Cocina
28,9,7,Limpieza
28,9,25,Limpieza
28,9,24,Limpieza
28,9,3,Mesero
28,9,5,Mesero
28,9,27,Mesero
28,10,28,Cocina
28,10,25,Mesero
28,10,25,Limpieza
28,10,30,Cocina
28,10,2,Mesero
28,10,6,Mesero
28,10,3,Limpieza
28,10,24,Limpieza
28,10,9,Cocina
28,10,15,Cocina
28,11,25,Cocina
28,11,20,Mesero
28,11,5,Mesero
28,11,19,Mesero
28,11,14,Mesero
28,11,8,Mesero
28,11,26,Limpieza
28,11,1,Cocina
28,11,27,Mesero
28,11,23,Mesero
28,12,12,Mesero
28,12,22,Cocina
28,12,30,Cocina
28,12,8,Cocina
28,12,4,Cocina
28,12,3,Limpieza
28,12,26,Limpieza
28,12,11,Mesero
28,12,25,Cocina
28,12,23,Cocina
28,13,12,Mesero
28,13,22,Cocina
28,13,30,Cocina
28,13,8,Cocina
28,13,4,Cocina
28,13,3,Limpieza
28,13,26,Limpieza
28,13,11,Mesero
28,13,25,Cocina
28,13,23,Cocina
28,14,2,Limpieza
28,14,13,Limpieza
28,14,30,Cocina
28,14,17,Limpieza
28,14,18,Mesero
28,14,19,Limpieza
28,14,12,Limpieza
28,14,13,Limpieza
28,14,7,Cocina
28,14,3,Mesero
29,1,8,Limpieza
29,1,16,Limpieza
29,1,18,Mesero
29,1,7,Mesero
29,1,1,Limpieza
29,1,29,Limpieza
29,1,4,Limpieza
29,1,21,Limpieza
29,1,19,Cocina
29,1,21,Mesero
29,2,8,Mesero
29,2,11,Limpieza
29,2,26,Limpieza
29,2,12,Cocina
29,2,7,Mesero
29,2,9,Cocina
29,2,2,Mesero
29,2,1,Mesero
29,2,30,Limpieza
29,2,27,Limpieza
29,3,8,Limpieza
29,3,16,Limpieza
29,3,18,Mesero
29,3,7,Mesero
29,3,1,Limpieza
29,3,29,Limpieza
29,3,4,Limpieza
29,3,21,Limpieza
29,3,19,Cocina
29,3,21,Mesero
29,4,9,Limpieza
29,4,18,Cocina
29,4,21,Limpieza
29,4,29,Limpieza
29,4,13,Cocina
29,4,9,Mesero
29,4,16,Limpieza
29,4,20,Mesero
29,4,15,Limpieza
29,4,12,Limpieza
29,5,1,Limpieza
29,5,14,Cocina
29,5,20,Mesero
29,5,28,Limpieza
29,5,2,Limpieza
29,5,18,Mesero
29,5,10,Cocina
29,5,7,Cocina
29,5,29,Limpieza
29,5,24,Cocina
29,6,1,Limpieza
29,6,14,Cocina
29,6,20,Mesero
29,6,28,Limpieza
29,6,2,Limpieza
29,6,18,Mesero
29,6,10,Cocina
29,6,7,Cocina
29,6,29,Limpieza
29,6,24,Cocina
29,7,23,Mesero
29,7,24,Limpieza
29,7,25,Mesero
29,7,9,Limpieza
29,7,15,Mesero
29,7,22,Limpieza
29,7,27,Mesero
29,7,5,Cocina
29,7,28,Cocina
29,7,6,Mesero
29,8,28,Cocina
29,8,25,Mesero
29,8,25,Limpieza
29,8,30,Cocina
29,8,2,Mesero
29,8,6,Mesero
29,8,3,Limpieza
29,8,24,Limpieza
29,8,9,Cocina
29,8,15,Cocina
29,9,19,Limpieza
29,9,4,Mesero
29,9,18,Cocina
29,9,27,Cocina
29,9,7,Limpieza
29,9,25,Limpieza
29,9,24,Limpieza
29,9,3,Mesero
29,9,5,Mesero
29,9,27,Mesero
29,10,28,Cocina
29,10,25,Mesero
29,10,25,Limpieza
29,10,30,Cocina
29,10,2,Mesero
29,10,6,Mesero
29,10,3,Limpieza
29,10,24,Limpieza
29,10,9,Cocina
29,10,15,Cocina
29,11,25,Cocina
29,11,20,Mesero
29,11,5,Mesero
29,11,19,Mesero
29,11,14,Mesero
29,11,8,Mesero
29,11,26,Limpieza
29,11,1,Cocina
29,11,27,Mesero
29,11,23,Mesero
29,12,12,Mesero
29,12,22,Cocina
29,12,30,Cocina
29,12,8,Cocina
29,12,4,Cocina
29,12,3,Limpieza
29,12,26,Limpieza
29,12,11,Mesero
29,12,25,Cocina
29,12,23,Cocina
29,13,12,Mesero
29,13,22,Cocina
29,13,30,Cocina
29,13,8,Cocina
29,13,4,Cocina
29,13,3,Limpieza
29,13,26,Limpieza
29,13,11,Mesero
29,13,25,Cocina
29,13,23,Cocina
29,14,2,Limpieza
29,14,13,Limpieza
29,14,30,Cocina
29,14,17,Limpieza
29,14,18,Mesero
29,14,19,Limpieza
29,14,12,Limpieza
29,14,13,Limpieza
29,14,7,Cocina
29,14,3,Mesero
30,1,8,Limpieza
30,1,16,Limpieza
30,1,18,Mesero
30,1,7,Mesero
30,1,1,Limpieza
30,1,29,Limpieza
30,1,4,Limpieza
30,1,21,Limpieza
30,1,19,Cocina
30,1,21,Mesero
30,2,19,Limpieza
30,2,4,Mesero
30,2,18,Cocina
30,2,27,Cocina
30,2,7,Limpieza
30,2,25,Limpieza
30,2,24,Limpieza
30,2,3,Mesero
30,2,5,Mesero
30,2,27,Mesero
30,3,8,Limpieza
30,3,16,Limpieza
30,3,18,Mesero
30,3,7,Mesero
30,3,1,Limpieza
30,3,29,Limpieza
30,3,4,Limpieza
30,3,21,Limpieza
30,3,19,Cocina
30,3,21,Mesero
30,4,9,Limpieza
30,4,18,Cocina
30,4,21,Limpieza
30,4,29,Limpieza
30,4,13,Cocina
30,4,9,Mesero
30,4,16,Limpieza
30,4,20,Mesero
30,4,15,Limpieza
30,4,12,Limpieza
30,5,1,Limpieza
30,5,14,Cocina
30,5,20,Mesero
30,5,28,Limpieza
30,5,2,Limpieza
30,5,18,Mesero
30,5,10,Cocina
30,5,7,Cocina
30,5,29,Limpieza
30,5,24,Cocina
30,6,1,Limpieza
30,6,14,Cocina
30,6,20,Mesero
30,6,28,Limpieza
30,6,2,Limpieza
30,6,18,Mesero
30,6,10,Cocina
30,6,7,Cocina
30,6,29,Limpieza
30,6,24,Cocina
30,7,23,Mesero
30,7,24,Limpieza
30,7,25,Mesero
30,7,9,Limpieza
30,7,15,Mesero
30,7,22,Limpieza
30,7,27,Mesero
30,7,5,Cocina
30,7,28,Cocina
30,7,6,Mesero
30,8,28,Cocina
30,8,25,Mesero
30,8,25,Limpieza
30,8,30,Cocina
30,8,2,Mesero
30,8,6,Mesero
30,8,3,Limpieza
30,8,24,Limpieza
30,8,9,Cocina
30,8,15,Cocina
30,9,8,Mesero
30,9,11,Limpieza
30,9,26,Limpieza
30,9,12,Cocina
30,9,7,Mesero
30,9,9,Cocina
30,9,2,Mesero
30,9,1,Mesero
30,9,30,Limpieza
30,9,27,Limpieza
30,10,28,Cocina
30,10,25,Mesero
30,10,25,Limpieza
30,10,30,Cocina
30,10,2,Mesero
30,10,6,Mesero
30,10,3,Limpieza
30,10,24,Limpieza
30,10,9,Cocina
30,10,15,Cocina
30,11,25,Cocina
30,11,20,Mesero
30,11,5,Mesero
30,11,19,Mesero
30,11,14,Mesero
30,11,8,Mesero
30,11,26,Limpieza
30,11,1,Cocina
30,11,27,Mesero
30,11,23,Mesero
30,12,12,Mesero
30,12,22,Cocina
30,12,30,Cocina
30,12,8,Cocina
30,12,4,Cocina
30,12,3,Limpieza
30,12,26,Limpieza
30,12,11,Mesero
30,12,25,Cocina
30,12,23,Cocina
30,13,12,Mesero
30,13,22,Cocina
30,13,30,Cocina
30,13,8,Cocina
30,13,4,Cocina
30,13,3,Limpieza
30,13,26,Limpieza
30,13,11,Mesero
30,13,25,Cocina
30,13,23,Cocina
30,14,2,Limpieza
30,14,13,Limpieza
30,14,30,Cocina
30,14,17,Limpieza
30,14,18,Mesero
30,14,19,Limpieza
30,14,12,Limpieza
30,14,13,Limpieza
30,14,7,Cocina
30,14,3,Mesero
31,1,8,Limpieza
31,1,16,Limpieza
31,1,18,Mesero
31,1,7,Mesero
31,1,1,Limpieza
31,1,29,Limpieza
31,1,4,Limpieza
31,1,21,Limpieza
31,1,19,Cocina
31,1,21,Mesero
31,2,8,Mesero
31,2,11,Limpieza
31,2,26,Limpieza
31,2,12,Cocina
31,2,7,Mesero
31,2,9,Cocina
31,2,2,Mesero
31,2,1,Mesero
31,2,30,Limpieza
31,2,27,Limpieza
31,3,8,Limpieza
31,3,16,Limpieza
31,3,18,Mesero
31,3,7,Mesero
31,3,1,Limpieza
31,3,29,Limpieza
31,3,4,Limpieza
31,3,21,Limpieza
31,3,19,Cocina
31,3,21,Mesero
31,4,9,Limpieza
31,4,18,Cocina
31,4,21,Limpieza
31,4,29,Limpieza
31,4,13,Cocina
31,4,9,Mesero
31,4,16,Limpieza
31,4,20,Mesero
31,4,15,Limpieza
31,4,12,Limpieza
31,5,1,Limpieza
31,5,14,Cocina
31,5,20,Mesero
31,5,28,Limpieza
31,5,2,Limpieza
31,5,18,Mesero
31,5,10,Cocina
31,5,7,Cocina
31,5,29,Limpieza
31,5,24,Cocina
31,6,1,Limpieza
31,6,14,Cocina
31,6,20,Mesero
31,6,28,Limpieza
31,6,2,Limpieza
31,6,18,Mesero
31,6,10,Cocina
31,6,7,Cocina
31,6,29,Limpieza
31,6,24,Cocina
31,7,23,Mesero
31,7,24,Limpieza
31,7,25,Mesero
31,7,9,Limpieza
31,7,15,Mesero
31,7,22,Limpieza
31,7,27,Mesero
31,7,5,Cocina
31,7,28,Cocina
31,7,6,Mesero
31,8,28,Cocina
31,8,25,Mesero
31,8,25,Limpieza
31,8,30,Cocina
31,8,2,Mesero
31,8,6,Mesero
31,8,3,Limpieza
31,8,24,Limpieza
31,8,9,Cocina
31,8,15,Cocina
31,9,19,Limpieza
31,9,4,Mesero
31,9,18,Cocina
31,9,27,Cocina
31,9,7,Limpieza
31,9,25,Limpieza
31,9,24,Limpieza
31,9,3,Mesero
31,9,5,Mesero
31,9,27,Mesero
31,10,28,Cocina
31,10,25,Mesero
31,10,25,Limpieza
31,10,30,Cocina
31,10,2,Mesero
31,10,6,Mesero
31,10,3,Limpieza
31,10,24,Limpieza
31,10,9,Cocina
31,10,15,Cocina
31,11,25,Cocina
31,11,20,Mesero
31,11,5,Mesero
31,11,19,Mesero
31,11,14,Mesero
31,11,8,Mesero
31,11,26,Limpieza
31,11,1,Cocina
31,11,27,Mesero
31,11,23,Mesero
31,12,12,Mesero
31,12,22,Cocina
31,12,30,Cocina
31,12,8,Cocina
31,12,4,Cocina
31,12,3,Limpieza
31,12,26,Limpieza
31,12,11,Mesero
31,12,25,Cocina
31,12,23,Cocina
31,13,12,Mesero
31,13,22,Cocina
31,13,30,Cocina
31,13,8,Cocina
31,13,4,Cocina
31,13,3,Limpieza
31,13,26,Limpieza
31,13,11,Mesero
31,13,25,Cocina
31,13,23,Cocina
31,14,2,Limpieza
31,14,13,Limpieza
31,14,30,Cocina
31,14,17,Limpieza
31,14,18,Mesero
31,14,19,Limpieza
31,14,12,Limpieza
31,14,13,Limpieza
31,14,7,Cocina
31,14,3,Mesero
32,1,8,Limpieza
32,1,16,Limpieza
32,1,18,Mesero
32,1,7,Mesero
32,1,1,Limpieza
32,1,29,Limpieza
32,1,4,Limpieza
32,1,21,Limpieza
32,1,19,Cocina
32,1,21,Mesero
32,2,8,Mesero
32,2,11,Limpieza
32,2,26,Limpieza
32,2,12,Cocina
32,2,7,Mesero
32,2,9,Cocina
32,2,2,Mesero
32,2,1,Mesero
32,2,30,Limpieza
32,2,27,Limpieza
32,3,8,Limpieza
32,3,16,Limpieza
32,3,18,Mesero
32,3,7,Mesero
32,3,1,Limpieza
32,3,29,Limpieza
32,3,4,Limpieza
32,3,21,Limpieza
32,3,19,Cocina
32,3,21,Mesero
32,4,9,Limpieza
32,4,18,Cocina
32,4,21,Limpieza
32,4,29,Limpieza
32,4,13,Cocina
32,4,9,Mesero
32,4,16,Limpieza
32,4,20,Mesero
32,4,15,Limpieza
32,4,12,Limpieza
32,5,1,Limpieza
32,5,14,Cocina
32,5,20,Mesero
32,5,28,Limpieza
32,5,2,Limpieza
32,5,18,Mesero
32,5,10,Cocina
32,5,7,Cocina
32,5,29,Limpieza
32,5,24,Cocina
32,6,1,Limpieza
32,6,14,Cocina
32,6,20,Mesero
32,6,28,Limpieza
32,6,2,Limpieza
32,6,18,Mesero
32,6,10,Cocina
32,6,7,Cocina
32,6,29,Limpieza
32,6,24,Cocina
32,7,23,Mesero
32,7,24,Limpieza
32,7,25,Mesero
32,7,9,Limpieza
32,7,15,Mesero
32,7,22,Limpieza
32,7,27,Mesero
32,7,5,Cocina
32,7,28,Cocina
32,7,6,Mesero
32,8,28,Cocina
32,8,25,Mesero
32,8,25,Limpieza
32,8,30,Cocina
32,8,2,Mesero
32,8,6,Mesero
32,8,3,Limpieza
32,8,24,Limpieza
32,8,9,Cocina
32,8,15,Cocina
32,9,19,Limpieza
32,9,4,Mesero
32,9,18,Cocina
32,9,27,Cocina
32,9,7,Limpieza
32,9,25,Limpieza
32,9,24,Limpieza
32,9,3,Mesero
32,9,5,Mesero
32,9,27,Mesero
32,10,28,Cocina
32,10,25,Mesero
32,10,25,Limpieza
32,10,30,Cocina
32,10,2,Mesero
32,10,6,Mesero
32,10,3,Limpieza
32,10,24,Limpieza
32,10,9,Cocina
32,10,15,Cocina
32,11,25,Cocina
32,11,20,Mesero
32,11,5,Mesero
32,11,19,Mesero
32,11,14,Mesero
32,11,8,Mesero
32,11,26,Limpieza
32,11,1,Cocina
32,11,27,Mesero
32,11,23,Mesero
32,12,12,Mesero
32,12,22,Cocina
32,12,30,Cocina
32,12,8,Cocina
32,12,4,Cocina
32,12,3,Limpieza
32,12,26,Limpieza
32,12,11,Mesero
32,12,25,Cocina
32,12,23,Cocina
32,13,12,Mesero
32,13,22,Cocina
32,13,30,Cocina
32,13,8,Cocina
32,13,4,Cocina
32,13,3,Limpieza
32,13,26,Limpieza
32,13,11,Mesero
32,13,25,Cocina
32,13,23,Cocina
32,14,2,Limpieza
32,14,13,Limpieza
32,14,30,Cocina
32,14,17,Limpieza
32,14,18,Mesero
32,14,19,Limpieza
32,14,12,Limpieza
32,14,13,Limpieza
32,14,7,Cocina
32,14,3,Mesero
33,1,8,Limpieza
33,1,16,Limpieza
33,1,18,Mesero
33,1,7,Mesero
33,1,1,Limpieza
33,1,29,Limpieza
33,1,4,Limpieza
33,1,21,Limpieza
33,1,19,Cocina
33,1,21,Mesero
33,2,8,Mesero
33,2,11,Limpieza
33,2,26,Limpieza
33,2,12,Cocina
33,2,7,Mesero
33,2,9,Cocina
33,2,2,Mesero
33,2,1,Mesero
33,2,30,Limpieza
33,2,27,Limpieza
33,3,8,Limpieza
33,3,16,Limpieza
33,3,18,Mesero
33,3,7,Mesero
33,3,1,Limpieza
33,3,29,Limpieza
33,3,4,Limpieza
33,3,21,Limpieza
33,3,19,Cocina
33,3,21,Mesero
33,4,9,Limpieza
33,4,18,Cocina
33,4,21,Limpieza
33,4,29,Limpieza
33,4,13,Cocina
33,4,9,Mesero
33,4,16,Limpieza
33,4,20,Mesero
33,4,15,Limpieza
33,4,12,Limpieza
33,5,1,Limpieza
33,5,14,Cocina
33,5,20,Mesero
33,5,28,Limpieza
33,5,2,Limpieza
33,5,18,Mesero
33,5,10,Cocina
33,5,7,Cocina
33,5,29,Limpieza
33,5,24,Cocina
33,6,1,Limpieza
33,6,14,Cocina
33,6,20,Mesero
33,6,28,Limpieza
33,6,2,Limpieza
33,6,18,Mesero
33,6,10,Cocina
33,6,7,Cocina
33,6,29,Limpieza
33,6,24,Cocina
33,7,23,Mesero
33,7,24,Limpieza
33,7,25,Mesero
33,7,9,Limpieza
33,7,15,Mesero
33,7,22,Limpieza
33,7,27,Mesero
33,7,5,Cocina
33,7,28,Cocina
33,7,6,Mesero
33,8,28,Cocina
33,8,25,Mesero
33,8,25,Limpieza
33,8,30,Cocina
33,8,2,Mesero
33,8,6,Mesero
33,8,3,Limpieza
33,8,24,Limpieza
33,8,9,Cocina
33,8,15,Cocina
33,9,19,Limpieza
33,9,4,Mesero
33,9,18,Cocina
33,9,27,Cocina
33,9,7,Limpieza
33,9,25,Limpieza
33,9,24,Limpieza
33,9,3,Mesero
33,9,5,Mesero
33,9,27,Mesero
33,10,28,Cocina
33,10,25,Mesero
33,10,25,Limpieza
33,10,30,Cocina
33,10,2,Mesero
33,10,6,Mesero
33,10,3,Limpieza
33,10,24,Limpieza
33,10,9,Cocina
33,10,15,Cocina
33,11,25,Cocina
33,11,20,Mesero
33,11,5,Mesero
33,11,19,Mesero
33,11,14,Mesero
33,11,8,Mesero
33,11,26,Limpieza
33,11,1,Cocina
33,11,27,Mesero
33,11,23,Mesero
33,12,12,Mesero
33,12,22,Cocina
33,12,30,Cocina
33,12,8,Cocina
33,12,4,Cocina
33,12,3,Limpieza
33,12,26,Limpieza
33,12,11,Mesero
33,12,25,Cocina
33,12,23,Cocina
33,13,12,Mesero
33,13,22,Cocina
33,13,30,Cocina
33,13,8,Cocina
33,13,4,Cocina
33,13,3,Limpieza
33,13,26,Limpieza
33,13,11,Mesero
33,13,25,Cocina
33,13,23,Cocina
33,14,2,Limpieza
33,14,13,Limpieza
33,14,30,Cocina
33,14,17,Limpieza
33,14,18,Mesero
33,14,19,Limpieza
33,14,12,Limpieza
33,14,13,Limpieza
33,14,7,Cocina
33,14,3,Mesero
34,1,8,Limpieza
34,1,16,Limpieza
34,1,18,Mesero
34,1,7,Mesero
34,1,1,Limpieza
34,1,29,Limpieza
34,1,4,Limpieza
34,1,21,Limpieza
34,1,19,Cocina
34,1,21,Mesero
34,2,8,Mesero
34,2,11,Limpieza
34,2,26,Limpieza
34,2,12,Cocina
34,2,7,Mesero
34,2,9,Cocina
34,2,2,Mesero
34,2,1,Mesero
34,2,30,Limpieza
34,2,27,Limpieza
34,3,8,Limpieza
34,3,16,Limpieza
34,3,18,Mesero
34,3,7,Mesero
34,3,1,Limpieza
34,3,29,Limpieza
34,3,4,Limpieza
34,3,21,Limpieza
34,3,19,Cocina
34,3,21,Mesero
34,4,9,Limpieza
34,4,18,Cocina
34,4,21,Limpieza
34,4,29,Limpieza
34,4,13,Cocina
34,4,9,Mesero
34,4,16,Limpieza
34,4,20,Mesero
34,4,15,Limpieza
34,4,12,Limpieza
34,5,1,Limpieza
34,5,14,Cocina
34,5,20,Mesero
34,5,28,Limpieza
34,5,2,Limpieza
34,5,18,Mesero
34,5,10,Cocina
34,5,7,Cocina
34,5,29,Limpieza
34,5,24,Cocina
34,6,1,Limpieza
34,6,14,Cocina
34,6,20,Mesero
34,6,28,Limpieza
34,6,2,Limpieza
34,6,18,Mesero
34,6,10,Cocina
34,6,7,Cocina
34,6,29,Limpieza
34,6,24,Cocina
34,7,23,Mesero
34,7,24,Limpieza
34,7,25,Mesero
34,7,9,Limpieza
34,7,15,Mesero
34,7,22,Limpieza
34,7,27,Mesero
34,7,5,Cocina
34,7,28,Cocina
34,7,6,Mesero
34,8,28,Cocina
34,8,25,Mesero
34,8,25,Limpieza
34,8,30,Cocina
34,8,2,Mesero
34,8,6,Mesero
34,8,3,Limpieza
34,8,24,Limpieza
34,8,9,Cocina
34,8,15,Cocina
34,9,19,Limpieza
34,9,4,Mesero
34,9,18,Cocina
34,9,27,Cocina
34,9,7,Limpieza
34,9,25,Limpieza
34,9,24,Limpieza
34,9,3,Mesero
34,9,5,Mesero
34,9,27,Mesero
34,10,28,Cocina
34,10,25,Mesero
34,10,25,Limpieza
34,10,30,Cocina
34,10,2,Mesero
34,10,6,Mesero
34,10,3,Limpieza
34,10,24,Limpieza
34,10,9,Cocina
34,10,15,Cocina
34,11,25,Cocina
34,11,20,Mesero
34,11,5,Mesero
34,11,19,Mesero
34,11,14,Mesero
34,11,8,Mesero
34,11,26,Limpieza
34,11,1,Cocina
34,11,27,Mesero
34,11,23,Mesero
34,12,12,Mesero
34,12,22,Cocina
34,12,30,Cocina
34,12,8,Cocina
34,12,4,Cocina
34,12,3,Limpieza
34,12,26,Limpieza
34,12,11,Mesero
34,12,25,Cocina
34,12,23,Cocina
34,13,12,Mesero
34,13,22,Cocina
34,13,30,Cocina
34,13,8,Cocina
34,13,4,Cocina
34,13,3,Limpieza
34,13,26,Limpieza
34,13,11,Mesero
